"depto","area","factor","sexo","uso_celular","tiene_celular","uso_internet"
14,2,398,1,NA,NA,NA
14,2,445,1,1,1,1
14,2,445,2,1,1,2
14,2,445,1,2,2,NA
14,2,445,2,2,2,NA
14,2,445,2,NA,NA,NA
14,2,445,1,1,1,2
14,2,445,2,1,1,2
14,2,445,1,1,2,2
14,2,445,1,1,1,1
14,2,445,2,1,1,2
14,2,445,2,2,2,NA
14,2,445,2,2,2,NA
14,2,445,1,2,2,NA
14,2,445,1,1,1,1
14,2,445,2,1,1,1
14,2,445,2,1,1,1
14,2,445,2,1,1,1
14,2,445,2,2,2,NA
14,2,445,2,1,1,1
14,2,445,2,NA,NA,NA
14,2,445,1,1,1,2
14,2,445,2,2,2,NA
14,2,445,2,2,2,NA
14,2,445,1,NA,NA,NA
14,2,445,2,NA,NA,NA
14,2,445,1,1,1,NA
14,2,445,2,1,1,2
14,2,445,1,1,1,2
14,2,445,2,2,2,NA
14,2,445,2,1,1,1
14,2,445,1,2,2,NA
14,2,445,2,2,2,NA
14,2,445,1,1,1,1
14,2,445,2,1,1,2
14,2,445,2,2,2,NA
14,2,445,2,2,2,NA
14,2,445,1,NA,NA,NA
14,2,445,1,1,1,NA
14,2,445,2,1,1,1
14,2,445,2,1,1,1
14,2,445,1,2,2,NA
14,2,445,2,2,2,NA
14,2,445,1,2,2,NA
14,2,445,2,2,2,NA
14,2,445,2,NA,NA,NA
14,2,445,1,1,1,2
14,2,445,2,1,1,2
14,2,445,2,NA,NA,NA
14,2,445,1,2,2,NA
14,2,445,2,2,2,NA
14,2,415,1,1,1,NA
14,2,415,2,1,1,NA
14,2,415,1,2,2,NA
14,2,415,1,2,2,NA
14,2,415,2,1,1,1
14,2,415,1,1,2,2
14,2,415,1,1,2,2
14,2,415,1,1,1,1
14,2,415,2,2,2,NA
14,2,415,1,NA,NA,NA
14,2,415,1,1,1,1
14,2,415,2,1,2,NA
14,2,415,2,2,2,NA
14,2,415,1,1,1,1
14,2,415,2,2,2,NA
14,2,415,2,2,2,NA
14,2,415,1,2,2,NA
14,2,415,2,NA,NA,NA
14,2,415,2,1,1,NA
14,2,415,1,1,1,NA
14,2,415,2,1,1,1
14,2,415,2,2,2,NA
14,2,415,2,1,1,1
14,2,415,2,1,1,1
14,2,415,2,1,1,1
14,2,415,1,1,1,1
14,2,415,2,2,2,NA
14,2,415,1,1,1,2
14,2,415,2,1,1,1
14,2,415,1,1,1,1
14,2,415,2,NA,NA,NA
14,2,415,1,NA,NA,NA
14,2,584,1,1,1,1
14,2,584,2,1,1,2
14,2,584,1,1,1,1
14,2,584,2,1,1,1
14,2,584,2,2,2,NA
14,2,584,2,NA,NA,NA
14,2,584,1,1,1,NA
14,2,584,2,1,1,2
14,2,584,2,2,2,NA
14,2,584,1,2,1,NA
14,2,584,2,NA,NA,NA
14,2,584,1,1,1,2
14,2,584,2,2,2,NA
14,2,584,1,1,2,2
14,2,584,1,NA,NA,NA
14,2,584,1,1,1,1
14,2,584,2,2,2,NA
14,2,584,2,2,2,NA
14,2,584,1,NA,NA,NA
14,2,584,1,1,1,1
14,2,584,2,2,2,NA
14,2,584,1,NA,NA,NA
14,2,584,1,NA,NA,NA
14,2,584,2,1,1,1
14,2,584,2,1,1,1
14,2,584,2,1,1,1
14,2,584,2,2,2,NA
14,2,584,2,2,2,NA
14,2,584,1,1,1,NA
14,2,584,1,1,1,1
14,2,584,2,2,2,NA
14,2,584,2,2,2,NA
14,2,584,1,2,2,NA
14,2,584,2,NA,NA,NA
14,2,584,1,1,1,1
14,2,584,2,2,2,NA
14,2,584,2,NA,NA,NA
14,2,424,1,1,1,NA
14,2,424,2,1,1,1
14,2,424,1,1,1,NA
14,2,424,2,1,1,1
14,2,424,1,1,1,1
14,2,424,2,1,1,NA
14,2,424,1,1,1,1
14,2,424,2,1,1,NA
14,2,424,2,1,2,1
14,2,424,1,1,2,1
14,2,424,1,1,1,NA
14,2,424,2,1,1,NA
14,2,424,2,2,2,NA
14,2,424,2,2,2,NA
14,2,424,2,NA,NA,NA
14,2,424,1,NA,NA,NA
14,2,424,1,1,1,1
14,2,424,1,1,1,NA
14,2,424,1,1,1,1
14,2,424,1,1,1,NA
14,2,424,2,1,1,NA
14,2,424,1,2,2,NA
14,2,424,1,1,1,NA
14,2,424,1,1,1,1
14,2,424,2,1,1,1
14,2,424,1,NA,NA,NA
15,1,118,1,1,1,1
15,1,118,2,1,1,1
15,1,118,2,2,2,NA
15,1,118,2,2,2,NA
15,1,118,2,1,1,NA
15,1,118,1,1,1,1
15,1,118,1,1,1,NA
15,1,118,2,1,1,1
15,1,118,1,NA,NA,NA
15,1,118,2,2,2,NA
15,1,118,1,1,1,1
15,1,118,2,2,1,NA
15,1,118,2,1,2,1
15,1,118,2,2,2,NA
15,1,118,1,NA,NA,NA
15,1,118,2,1,1,NA
15,1,118,2,NA,NA,NA
15,1,118,2,1,1,1
15,1,118,2,1,1,NA
15,1,118,2,1,1,NA
15,1,118,2,1,1,1
15,1,118,2,1,1,1
15,1,118,2,1,1,1
15,1,118,2,2,2,NA
15,1,118,1,NA,NA,NA
15,1,118,2,1,1,1
15,1,118,2,1,1,1
15,1,118,1,1,1,1
15,1,118,1,NA,NA,NA
15,1,118,1,1,1,1
15,1,118,2,1,1,1
15,1,118,2,1,1,1
15,1,222,1,1,1,1
15,1,222,2,1,1,NA
15,1,222,2,1,1,1
15,1,222,1,1,1,NA
15,1,222,1,1,1,1
15,1,222,2,2,2,NA
15,1,222,1,1,1,NA
15,1,222,2,2,2,NA
15,1,222,1,1,1,NA
15,1,222,2,1,1,1
15,1,222,2,2,2,NA
15,1,222,2,NA,NA,NA
15,1,222,2,NA,NA,NA
15,1,222,2,NA,NA,NA
15,1,222,1,1,1,NA
15,1,222,2,1,1,NA
15,1,222,1,2,2,NA
15,1,222,2,NA,NA,NA
15,1,222,1,NA,NA,NA
15,1,222,2,2,2,NA
15,1,222,1,2,2,NA
15,1,222,2,2,2,NA
15,1,222,2,2,2,NA
15,1,222,2,NA,NA,NA
15,1,222,1,2,2,NA
15,1,222,2,2,2,NA
15,1,222,2,1,1,1
15,1,222,1,1,1,NA
15,1,222,2,2,2,NA
15,1,222,1,1,1,1
15,1,222,2,2,2,NA
15,1,222,1,2,2,NA
15,1,222,1,NA,NA,NA
15,1,185,1,2,1,NA
15,1,185,2,1,2,NA
15,1,185,1,2,2,NA
15,1,185,1,1,1,1
15,1,185,2,2,2,NA
15,1,185,2,2,1,NA
15,1,185,2,2,2,NA
15,1,185,1,2,2,NA
15,1,185,1,1,2,NA
15,1,185,2,NA,NA,NA
15,1,185,1,NA,NA,NA
15,1,185,1,1,1,NA
15,1,185,2,2,1,NA
15,1,185,1,NA,NA,NA
15,1,185,1,2,2,NA
15,1,185,2,1,1,NA
15,1,185,2,2,2,NA
15,1,185,1,2,2,NA
15,1,185,2,NA,NA,NA
15,1,185,1,1,1,NA
15,1,185,2,2,2,NA
15,1,185,2,NA,NA,NA
15,1,185,1,1,1,NA
15,1,185,2,1,1,NA
15,1,185,1,1,1,1
15,1,185,2,2,2,NA
15,1,185,1,1,1,1
15,1,185,1,1,1,NA
15,1,185,2,1,1,NA
15,1,185,2,NA,NA,NA
15,1,185,1,1,1,1
15,1,185,2,1,1,NA
15,1,185,1,2,2,NA
15,1,185,2,2,2,NA
15,1,185,2,2,2,NA
15,1,185,2,2,2,NA
15,1,185,1,NA,NA,NA
15,1,185,1,1,1,NA
15,1,185,2,2,2,NA
15,1,185,1,2,2,NA
15,1,185,1,2,2,NA
15,1,185,1,NA,NA,NA
15,1,185,1,NA,NA,NA
15,1,185,2,NA,NA,NA
15,1,185,1,1,1,NA
15,1,185,2,1,1,NA
15,1,185,2,1,1,1
15,1,185,2,2,2,NA
15,1,185,1,2,2,NA
15,1,185,1,2,2,NA
15,1,185,1,1,1,NA
15,1,185,2,1,1,NA
15,1,185,2,2,2,NA
15,1,138,2,1,1,1
15,1,138,1,1,2,1
15,1,138,1,1,2,2
15,1,138,1,1,1,NA
15,1,138,2,1,1,1
15,1,138,2,2,2,NA
15,1,138,2,NA,NA,NA
15,1,138,1,1,1,1
15,1,138,2,1,1,1
15,1,138,2,2,2,NA
15,1,138,1,2,2,NA
15,1,138,2,2,2,NA
15,1,138,1,1,1,NA
15,1,138,2,1,1,NA
15,1,138,2,2,2,NA
15,1,138,2,NA,NA,NA
15,1,138,2,1,1,1
15,1,138,1,1,1,1
15,1,138,2,NA,NA,NA
15,1,138,2,NA,NA,NA
15,1,138,1,2,2,NA
15,1,138,2,2,2,NA
15,1,138,2,1,1,1
15,1,138,2,1,1,1
15,1,138,2,1,1,1
15,1,138,2,2,2,NA
15,1,138,2,2,2,NA
15,1,138,2,1,1,1
15,1,138,2,1,1,1
15,1,138,2,1,1,1
15,1,138,1,1,1,NA
15,1,138,2,2,2,NA
15,1,138,1,NA,NA,NA
15,1,138,1,NA,NA,NA
15,2,113,2,1,1,NA
15,2,113,2,1,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,NA,NA,NA
15,2,113,2,1,1,1
15,2,113,2,1,1,1
15,2,113,2,1,1,1
15,2,113,1,2,2,NA
15,2,113,1,1,1,NA
15,2,113,2,1,1,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,113,1,NA,NA,NA
15,2,113,1,1,1,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,113,1,NA,NA,NA
15,2,113,1,1,1,1
15,2,113,2,1,1,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,113,2,NA,NA,NA
15,2,113,1,1,1,2
15,2,113,2,1,1,NA
15,2,113,2,1,1,NA
15,2,113,2,1,1,NA
15,2,113,2,1,1,1
15,2,113,2,2,2,NA
15,2,113,1,1,1,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,113,1,2,2,NA
15,2,113,1,NA,NA,NA
15,2,113,2,NA,NA,NA
15,2,113,2,NA,NA,NA
15,2,113,1,NA,NA,NA
15,2,113,1,1,1,NA
15,2,113,2,1,1,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,113,1,NA,NA,NA
15,2,113,2,NA,NA,NA
15,2,113,1,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,2,2,2,NA
15,2,113,1,2,2,NA
15,2,149,2,1,1,NA
15,2,149,1,1,2,NA
15,2,149,2,2,2,NA
15,2,149,1,1,1,1
15,2,149,2,1,1,1
15,2,149,2,NA,NA,NA
15,2,149,1,1,1,1
15,2,149,2,1,1,1
15,2,149,1,NA,NA,NA
15,2,149,2,NA,NA,NA
15,2,149,2,NA,NA,NA
15,2,149,2,1,1,NA
15,2,149,1,1,1,1
15,2,149,1,2,2,NA
15,2,149,2,2,1,NA
15,2,149,1,1,1,2
15,2,149,1,2,2,NA
15,2,149,2,NA,NA,NA
15,2,149,2,1,1,NA
15,2,149,1,1,1,NA
15,2,149,2,1,1,1
15,2,149,2,1,1,1
15,2,149,2,2,2,2
15,2,149,2,2,2,2
15,2,149,2,NA,NA,NA
15,2,149,1,1,1,NA
15,2,149,2,1,1,NA
15,2,149,1,1,1,1
15,2,149,2,1,2,NA
15,2,149,2,2,2,NA
15,2,149,2,1,1,NA
15,2,149,1,1,1,NA
15,2,149,2,1,2,NA
15,2,149,2,1,1,1
15,2,149,2,1,1,NA
15,2,149,2,2,2,NA
15,2,149,1,NA,NA,NA
15,2,149,1,NA,NA,NA
15,2,149,2,2,2,NA
15,2,149,1,1,2,NA
15,2,149,2,2,2,NA
15,2,149,2,1,1,NA
15,2,149,1,1,1,1
15,2,149,1,1,1,1
15,2,149,1,2,2,2
15,2,149,2,1,1,1
15,2,149,1,2,2,2
15,2,149,2,2,2,2
15,1,129,2,1,1,NA
15,1,129,1,1,1,1
15,1,129,2,1,1,1
15,1,129,1,2,2,1
15,1,129,1,2,2,NA
15,1,129,1,1,1,NA
15,1,129,2,2,2,NA
15,1,129,1,1,1,1
15,1,129,1,1,1,1
15,1,129,1,1,1,1
15,1,129,2,1,1,1
15,1,129,2,NA,NA,NA
15,1,129,1,1,1,1
15,1,129,2,1,1,1
15,1,129,1,1,1,NA
15,1,129,2,1,1,1
15,1,129,2,1,1,NA
15,1,129,1,1,1,1
15,1,129,2,2,2,NA
15,1,129,1,1,1,1
15,1,129,2,1,1,NA
15,1,129,2,NA,NA,NA
15,1,129,1,1,1,NA
15,1,129,2,1,1,NA
15,1,129,1,1,1,1
15,1,129,1,1,1,1
15,1,129,2,2,2,NA
15,1,129,2,1,1,1
15,2,106,1,1,2,1
15,2,106,2,2,2,NA
15,2,106,2,1,1,1
15,2,106,2,2,2,NA
15,2,106,2,2,2,NA
15,2,106,1,NA,NA,NA
15,2,106,1,1,1,1
15,2,106,2,2,2,NA
15,2,106,1,1,1,1
15,2,106,2,1,1,1
15,2,106,1,NA,NA,NA
15,2,106,1,1,1,1
15,2,106,2,1,1,1
15,2,106,2,NA,NA,NA
15,2,106,2,NA,NA,NA
15,2,106,2,1,1,1
15,2,106,2,1,1,1
15,2,106,1,1,1,1
15,2,106,1,1,1,1
15,2,106,2,1,1,1
15,2,106,2,2,2,NA
15,2,106,2,1,1,1
15,2,106,1,2,2,NA
15,2,106,2,2,2,NA
15,2,106,2,2,2,NA
15,2,106,2,2,2,NA
15,2,106,1,1,1,1
15,2,106,2,1,1,1
15,2,106,2,1,1,1
15,2,106,1,1,1,1
15,2,106,1,1,1,1
15,2,94,2,1,1,1
15,2,94,2,1,1,1
15,2,94,1,2,2,NA
15,2,94,1,1,1,2
15,2,94,2,1,1,NA
15,2,94,1,1,1,NA
15,2,94,2,2,2,NA
15,2,94,1,1,1,NA
15,2,94,1,1,1,1
15,2,94,2,1,1,1
15,2,94,2,NA,NA,NA
15,2,94,1,1,1,1
15,2,94,2,1,1,2
15,2,94,2,1,1,1
15,2,94,1,1,1,1
15,2,94,2,1,1,1
15,2,94,2,NA,NA,NA
15,2,94,1,1,1,NA
15,2,94,2,1,1,NA
15,2,94,2,NA,NA,NA
15,2,94,2,NA,NA,NA
15,2,94,1,1,1,1
15,2,94,2,1,1,1
15,2,94,1,2,2,NA
15,2,94,2,2,2,NA
15,2,94,1,1,1,1
15,2,204,1,1,1,1
15,2,204,2,2,2,NA
15,2,204,2,1,1,1
15,2,204,1,1,1,1
15,2,204,1,1,1,1
15,2,204,2,1,1,2
15,2,204,1,NA,NA,NA
15,2,204,2,1,1,1
15,2,204,2,1,1,NA
15,2,204,1,1,1,1
15,2,204,2,1,1,1
15,2,204,1,NA,NA,NA
15,2,204,1,NA,NA,NA
15,2,204,2,1,1,NA
15,2,204,2,1,1,NA
15,2,204,1,1,1,NA
15,2,204,2,1,1,NA
15,2,204,1,NA,NA,NA
15,2,204,1,1,1,NA
15,2,204,2,1,1,1
15,2,204,2,1,1,1
15,2,204,1,1,1,NA
15,2,204,1,NA,NA,NA
15,2,204,1,1,1,1
15,2,204,2,1,1,1
15,2,204,1,1,1,1
15,2,204,2,NA,NA,NA
15,2,241,1,2,2,NA
15,2,241,2,1,1,1
15,2,241,1,2,2,NA
15,2,241,1,1,1,NA
15,2,241,2,1,1,NA
15,2,241,1,1,1,NA
15,2,241,1,1,1,NA
15,2,241,1,NA,NA,NA
15,2,241,1,1,1,NA
15,2,241,2,1,1,NA
15,2,241,2,2,2,NA
15,2,241,2,NA,NA,NA
15,2,241,1,1,1,NA
15,2,241,2,1,1,2
15,2,241,1,1,1,1
15,2,241,1,1,1,NA
15,2,241,2,1,1,NA
15,2,241,2,1,2,NA
15,2,241,1,2,2,NA
15,2,241,1,NA,NA,NA
15,2,241,1,NA,NA,NA
15,2,241,1,1,1,NA
15,2,241,2,1,1,NA
15,2,241,2,1,2,NA
15,2,241,1,1,1,2
15,2,241,2,1,1,1
15,2,241,2,2,2,NA
15,2,241,1,1,1,1
15,2,241,2,1,1,1
15,2,241,2,2,2,NA
15,2,241,2,2,2,NA
15,2,152,1,1,1,1
15,2,152,2,2,2,NA
15,2,152,1,2,2,NA
15,2,152,2,2,2,NA
15,2,152,2,2,2,NA
15,2,152,1,1,1,2
15,2,152,2,1,2,2
15,2,152,1,2,2,NA
15,2,152,1,1,1,1
15,2,152,2,1,1,1
15,2,152,2,1,1,NA
15,2,152,2,NA,NA,NA
15,2,152,2,NA,NA,NA
15,2,152,1,1,1,NA
15,2,152,2,1,1,NA
15,2,152,1,2,2,NA
15,2,152,2,2,2,NA
15,2,152,2,1,1,2
15,2,152,1,NA,NA,NA
15,2,152,1,1,1,NA
15,2,152,2,2,2,NA
15,2,152,1,1,1,1
15,2,152,1,1,1,1
15,2,152,1,1,1,1
15,2,152,2,2,2,NA
15,2,152,2,1,1,2
15,2,152,1,1,1,1
15,2,152,2,1,1,2
15,2,152,1,2,2,NA
15,2,152,2,2,2,NA
15,2,152,1,2,2,NA
15,2,152,1,1,1,NA
15,2,152,2,2,2,NA
15,2,152,2,1,1,1
15,2,152,1,1,1,1
15,2,152,1,1,1,NA
15,2,152,1,1,1,NA
15,2,152,1,2,2,NA
15,2,152,2,1,1,NA
15,2,152,2,1,1,1
15,2,152,2,2,2,NA
15,2,152,2,2,2,NA
15,2,152,2,NA,NA,NA
15,2,152,2,1,1,NA
15,2,152,1,2,2,NA
15,2,152,1,NA,NA,NA
15,2,152,2,NA,NA,NA
16,1,999,2,1,1,1
16,1,999,2,1,1,NA
16,1,999,2,1,1,NA
16,1,999,1,1,1,2
16,1,999,2,1,1,1
16,1,999,1,1,1,NA
16,1,999,2,1,1,NA
16,1,999,1,1,1,1
16,1,999,1,1,1,1
16,1,999,1,1,1,1
16,1,999,1,NA,NA,NA
16,1,999,2,1,1,NA
16,1,999,1,1,1,NA
16,1,999,2,2,1,NA
16,1,999,2,1,1,NA
16,1,999,1,1,1,NA
16,1,999,1,1,1,1
16,1,999,1,1,1,2
16,1,999,1,2,1,NA
16,1,999,1,1,1,1
16,1,999,2,1,1,1
16,1,999,2,1,2,1
16,1,999,2,1,2,1
16,1,999,2,NA,NA,NA
16,1,999,2,NA,NA,NA
16,1,999,2,NA,NA,NA
16,1,187,1,1,1,1
16,1,187,2,1,1,NA
16,1,187,2,1,1,NA
16,1,187,2,2,2,NA
16,1,187,2,NA,NA,NA
16,1,187,1,1,1,NA
16,1,187,2,2,2,NA
16,1,187,1,1,1,1
16,1,187,2,2,2,NA
16,1,187,1,NA,NA,NA
16,1,187,1,1,1,NA
16,1,187,2,1,1,NA
16,1,187,1,2,2,NA
16,1,187,1,2,1,NA
16,1,187,2,1,1,NA
16,1,187,2,1,1,1
16,1,187,1,1,1,1
16,1,187,2,2,2,NA
16,1,187,2,2,2,NA
16,1,187,1,1,1,NA
16,1,187,2,1,1,NA
16,1,187,1,NA,NA,NA
16,1,187,1,1,1,NA
16,1,187,2,2,2,NA
16,1,187,1,NA,NA,NA
16,1,187,1,NA,NA,NA
16,1,187,1,1,1,1
16,1,187,2,1,1,1
16,1,187,1,2,2,NA
16,1,187,2,2,2,NA
16,1,187,2,2,2,NA
16,1,187,1,NA,NA,NA
16,1,187,2,NA,NA,NA
16,1,187,1,1,1,NA
16,1,187,2,1,1,1
16,1,187,1,1,1,1
16,1,187,2,1,1,1
16,1,187,2,NA,NA,NA
16,1,187,2,NA,NA,NA
16,1,187,1,1,1,1
16,1,187,2,2,2,NA
16,1,187,1,NA,NA,NA
16,1,187,1,NA,NA,NA
16,1,187,1,1,1,1
16,1,187,2,1,1,1
16,1,187,1,2,2,NA
16,1,187,1,2,2,NA
16,1,187,1,2,2,NA
16,1,187,2,NA,NA,NA
16,1,187,2,NA,NA,NA
16,1,187,2,NA,NA,NA
16,1,187,1,NA,NA,NA
16,1,355,1,2,2,NA
16,1,355,2,2,2,NA
16,1,355,2,1,1,NA
16,1,355,2,2,2,NA
16,1,355,1,1,1,1
16,1,355,2,2,2,NA
16,1,355,1,1,1,NA
16,1,355,2,2,2,NA
16,1,355,2,2,2,NA
16,1,355,2,NA,NA,NA
16,1,355,1,2,2,NA
16,1,355,2,2,2,NA
16,1,355,1,1,1,NA
16,1,355,2,2,2,NA
16,1,355,1,1,1,NA
16,1,355,2,2,2,NA
16,1,355,1,1,1,NA
16,1,355,1,2,2,NA
16,1,355,1,NA,NA,NA
16,1,355,1,NA,NA,NA
16,1,355,1,1,1,2
16,1,355,2,2,2,NA
16,1,355,1,2,2,NA
16,1,355,1,NA,NA,NA
16,1,355,1,1,1,2
16,1,355,2,1,1,NA
16,1,355,1,2,2,NA
16,1,355,1,NA,NA,NA
16,1,355,2,NA,NA,NA
16,1,355,2,1,2,NA
16,1,355,2,2,2,NA
16,1,355,1,NA,NA,NA
16,1,355,1,NA,NA,NA
16,1,355,2,NA,NA,NA
16,1,355,1,1,1,NA
16,1,355,2,1,1,NA
16,1,355,2,NA,NA,NA
16,1,355,1,1,1,NA
16,1,355,2,1,2,NA
16,1,355,1,2,2,NA
16,1,355,1,1,1,2
16,1,355,2,2,2,NA
16,1,355,1,2,2,NA
16,1,355,2,2,2,NA
16,1,355,1,NA,NA,NA
16,2,1503,1,1,1,1
16,2,1503,2,1,1,1
16,2,1503,2,2,2,NA
16,2,1503,2,NA,NA,NA
16,2,1503,1,NA,NA,NA
16,2,1503,1,1,1,1
16,2,1503,2,1,1,NA
16,2,1503,2,2,2,2
16,2,1503,1,2,2,NA
16,2,1503,2,2,2,NA
16,2,1503,1,NA,NA,NA
16,2,1503,1,1,1,NA
16,2,1503,2,2,2,NA
16,2,1503,1,NA,NA,NA
16,2,1503,1,1,1,1
16,2,1503,2,2,2,NA
16,2,1503,1,1,1,1
16,2,1503,1,1,1,1
16,2,1503,2,1,1,1
16,2,1503,2,2,2,NA
16,2,1503,2,1,1,NA
16,2,1503,1,2,2,NA
16,2,1503,1,2,2,NA
16,2,1503,2,NA,NA,NA
16,2,1503,1,1,1,NA
16,2,1503,2,2,2,NA
16,2,1503,2,1,1,1
16,2,612,1,1,1,2
16,2,612,2,2,2,NA
16,2,612,1,NA,NA,NA
16,2,612,1,1,1,1
16,2,612,2,1,1,2
16,2,612,1,1,1,1
16,2,612,1,2,2,NA
16,2,612,1,2,2,NA
16,2,612,1,1,1,2
16,2,612,2,2,2,NA
16,2,612,2,NA,NA,NA
16,2,612,2,1,1,1
16,2,612,1,2,2,NA
16,2,612,2,2,2,NA
16,2,612,1,2,2,NA
16,2,612,2,2,2,NA
16,2,612,1,NA,NA,NA
16,2,612,2,2,2,NA
16,2,612,1,NA,NA,NA
16,2,612,1,NA,NA,NA
16,2,612,1,NA,NA,NA
16,2,612,1,1,1,NA
16,2,612,2,2,2,NA
16,2,612,1,1,1,NA
16,2,612,1,2,2,NA
16,2,612,1,2,2,NA
16,2,612,2,2,2,NA
16,2,612,1,2,1,NA
16,2,612,2,2,2,NA
16,2,612,2,NA,NA,NA
16,2,612,1,2,2,NA
16,2,612,2,2,2,NA
16,2,612,2,2,2,NA
16,2,612,1,NA,NA,NA
16,2,612,2,NA,NA,NA
16,2,612,1,1,1,2
16,2,612,2,2,2,NA
16,2,612,1,1,1,2
16,2,612,1,2,2,NA
16,2,612,2,2,2,NA
16,2,612,1,NA,NA,NA
16,1,536,1,2,2,NA
16,1,536,2,1,1,NA
16,1,536,2,NA,NA,NA
16,1,536,2,NA,NA,NA
16,1,536,1,1,1,NA
16,1,536,2,1,1,NA
16,1,536,2,2,2,NA
16,1,536,2,2,2,NA
16,1,536,2,2,2,NA
16,1,536,1,NA,NA,NA
16,1,536,1,1,2,2
16,1,536,2,2,2,NA
16,1,536,2,NA,NA,NA
16,1,536,2,NA,NA,NA
16,1,536,1,NA,NA,NA
16,1,536,1,2,2,NA
16,1,536,2,2,2,NA
16,1,536,2,NA,NA,NA
16,1,536,1,1,2,2
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,2,2,2,NA
16,1,536,2,1,1,2
16,1,536,1,2,2,NA
16,1,536,1,NA,NA,NA
16,1,536,1,1,1,2
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,1,2,2,NA
16,1,536,2,2,2,NA
16,1,536,1,1,1,NA
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,2,2,2,NA
16,1,536,2,2,2,NA
16,1,536,2,2,2,NA
16,1,536,1,NA,NA,NA
16,1,536,1,2,2,NA
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,1,2,2,NA
16,1,536,1,NA,NA,NA
16,1,536,1,1,1,NA
16,1,536,2,2,2,NA
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,2,2,1,NA
16,1,536,1,2,2,NA
16,1,536,1,1,1,NA
16,1,536,2,2,2,NA
16,1,536,1,2,2,NA
16,1,536,1,NA,NA,NA
16,1,536,1,NA,NA,NA
16,1,536,2,2,1,NA
16,1,536,1,NA,NA,NA
16,1,536,1,NA,NA,NA
16,1,536,1,1,1,1
16,1,536,1,2,2,NA
16,1,536,1,2,2,NA
16,1,536,1,2,2,NA
16,1,536,2,NA,NA,NA
16,1,536,1,NA,NA,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,1,1,NA
16,2,601,2,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,2,2,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,NA,NA,NA
16,2,601,1,NA,NA,NA
16,2,601,1,1,1,NA
16,2,601,2,1,1,NA
16,2,601,2,2,2,NA
16,2,601,1,2,2,NA
16,2,601,1,NA,NA,NA
16,2,601,1,NA,NA,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,1,1,1
16,2,601,1,1,1,1
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,2,NA,NA,NA
16,2,601,1,2,2,NA
16,2,601,2,1,1,NA
16,2,601,2,NA,NA,NA
16,2,601,1,NA,NA,NA
16,2,601,2,NA,NA,NA
16,2,601,1,1,1,NA
16,2,601,2,1,1,NA
16,2,601,1,2,2,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,NA,NA,NA
16,2,601,2,2,2,NA
16,2,601,1,NA,NA,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,1,1,1
16,2,601,1,NA,NA,NA
16,2,601,1,2,2,NA
16,2,601,2,2,2,NA
16,2,601,1,1,1,1
16,2,601,2,2,2,NA
16,2,601,1,NA,NA,NA
16,2,601,1,NA,NA,NA
16,2,428,1,1,1,NA
16,2,428,2,2,2,NA
16,2,428,1,1,1,1
16,2,428,1,1,1,1
16,2,428,1,2,2,NA
16,2,428,1,NA,NA,NA
16,2,428,1,1,1,NA
16,2,428,2,1,1,NA
16,2,428,1,2,2,NA
16,2,428,2,2,2,NA
16,2,428,2,2,2,NA
16,2,428,1,2,2,NA
16,2,428,2,2,2,NA
16,2,428,1,2,1,NA
16,2,428,2,1,1,NA
16,2,428,1,1,1,NA
16,2,428,1,1,2,NA
16,2,428,2,2,2,NA
16,2,428,1,1,1,NA
16,2,428,2,2,2,NA
16,2,428,1,2,2,NA
16,2,428,1,2,2,NA
16,2,428,1,1,2,NA
16,2,428,2,2,2,NA
16,2,428,2,2,2,NA
16,2,428,1,2,2,NA
16,2,428,1,1,1,NA
16,2,428,2,1,1,NA
16,2,428,1,2,2,NA
16,2,428,2,2,2,NA
16,2,428,2,2,2,NA
16,2,428,1,1,1,NA
16,2,428,2,1,1,NA
16,2,428,2,NA,NA,NA
